id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat
482|Pedro Calderón de la Barca|El mágico prodigioso / Il mágico Prodigioso| 13 de enero de 2006| Francesco Pititto, María Federica Maestri| Lenz Rifrazioni| Festival Escena Abierta de Burgos|nan|0-00-00
483|Pedro Calderón de la Barca| El mágico prodigioso| 9 de junio de 2006| Juan Carlos Pérez de la Fuente| El Mágico Prodigioso|nan|Teatro mPrincipal de Zamora|0-00-00
484|Pedro Calderón de la Barca| El gran teatro del mundo| 3 de julio de 2006| José Luis Alonso de Santos| Biblioteca Valenciana|nan|Biblioteca Valenciana|0-00-00
485|Pedro Calderón de la Barca| El alcalde de Zalamea| 6 de octubre de 2006| Rafael Rodríguez| 2Rc|nan|Teatro Cuyás de Las Palmas de Gran Canaria|0-00-00
486|Pedro Calderón de la Barca| No hay burlas en el amor| 25 de marzo de 2007| Francisco García Vicente| ESAD de Murcia|nan|Teatro de la ESAD de Murcia|0-00-00
487|Pedro Calderón de la Barca| La dama duende| 10 de julio de 2007| Juan Carlos Sánchez| Teatro Clásico de Sevilla|nan| Reales Atarazanas de Sevilla|0-00-00
488|Pedro Calderón de la Barca| El médico de su honra| 24 de noviembre de 2007|Isidro Rodríguez Gallardo| Algarabía Teatro| Festival Internacional de Teatro de Cazorla|Cazorla (Jaén)|0-00-00
489|Pedro Calderón de la Barca|No hay burlas con el amor|10 de julio de 2008|Manuel Canseco|Compañía de Manuel Canseco|nan|Jardines del Galiileo, Madrid|0-00-00
490|Pedro Calderón de la Barca|Life is a dream; La Vida es Sueño|19 de julio de 2008|Cecil Mackinnon|Amnistía Internacional; Puy Navarro|Festival Internacional de Teatro Clásico de Almagro|Iglesia de las bernardas|0-00-00
491|Pedro Calderón de la Barca| Las manos blancas no ofenden| 27 de junio de 2008| Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)| Festival Internacional de Teatro Clásico de Almagro|Hospital de San Juan|0-00-00
492|Pedro Calderón de la Barca| La vida es sueño| diciembre de 2008| Luis d'Ors| Compañía de Actores Michael Chéjov|nan| Centro Cultural Moncloa, Madrid|0-00-00
493|Pedro Calderón de la Barca| La vida es sueño| 24 de junio de 2008| Juan Carlos Pérez de la Fuente| Compañía Siglo de Oro de la Comunidad de Madrid. RESAD| Festival Clásicos en Alcalá| Teatro Salón Cervantes de Alcalá de Henares, Madrid|0-00-00
494|Pedro Calderón de la Barca| La paz universal o el lirio y la azucena| 14 de mayo de 2008| Juan Sanz Ballesteros| Antiqua Escena|nan| Teatro Auditorio de Cuenca|0-00-00
495|Pedro Calderón de la Barca| La devoción de la Cruz| 25 de junio de 2007| Carlos Álvarez-Ossorio| Cámara Negra Teatro|nan| Instituto Cervantes de Alcalá de Henares|0-00-00
496|Pedro Calderón de la Barca| El pintor de su deshonra| 20 de febrero de 2008| Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)|nan| Teatro Lope de Vega, Sevilla|0-00-00
497|Pedro Calderón de la Barca| Casa con dos puertas, mala es de guardar| 26 de junio de 2008|Manuel Canseco| Compañía de Manuel Canseco Escenarios Virtuales|nan| Foro de los Balbos de Cáceres|0-00-00
498|Pedro Calderón de la Barca| La vida es sueño|nan| José Luis Fernández| La Refinería Teatro|nan|nan|0-00-00
499|Pedro Calderón de la Barca| La hija del aire| 14 de enero de 2009| César Barló| Almaviva Teatro|nan| Sala Valle-Inclán de la RESAD (Madrid)|0-00-00
500|Pedro Calderón de la Barca| La dama duende| 12 de junio de 2009| Gabriel Garbisu| Amara Producciones| Festival de Teatro Clásico de Cáceres| Plaza de las Veletas de Cáceres|0-00-00
501|Pedro Calderón de la Barca| El año santo en Madrid| 6 de octubre de 2009| Nuria Alkorta| Compañía Delabarca|nan| Iglesia de San Jerónimo el Real, Madrid|0-00-00
502|Pedro Calderón de la Barca|Las fortunas de Andrómeda y Perseo|nan|Andrés Vinaches|Teatro Universitario Clásico de la Universidad de Alicante|nan|nan|0-00-00
503|Pedro Calderón de la Barca| La vida es sueño| 2 de julio de 2010| Héctor Noguera| Teatro Camino| Festival Internacional de Teatro Clásico de Almagro| Corral de Comedias de Almagro|0-00-00
504|Pedro Calderón de la Barca| La selva confusa|nan| Erik Coenen| La Redondilla|nan|nan|0-00-00
505|Pedro Calderón de la Barca| El galán fantasma|nan| Mariano de Paco Serrano| Secuencia 3 Artes y Comunicación|nan|nan|0-00-00
506|Pedro Calderón de la Barca| El alcalde de Zalamea| 2 de julio de 2010| Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)| Festival Internacional de Teatro Clásico de Almagro| Hospital de San Juan de Almagro|0-00-00
507|Pedro Calderón de la Barca| La vida es sueño| 11 de julio de 2011| Carlos Almeida| Compañía de Titiriteros de la Universidad Nacional de San Martín| Festival Almagro Off| Teatro La Veleta, Almagro (España)|0-00-00
508|Pedro Calderón de la Barca, Agustín de Moreto, Antonio Hurtado de Mendoza, Quiñones de Benavente| Entremeses barrocos| 3 de mayo de 2011| Aitana Galán, Elisa Marinas, Héctor del Saz, Pilar Valenciano|Compañía Nacional de Teatro Clásico (CNTC)|nan| Teatro Pavón, Madrid|0-00-00
509|Pedro Calderón de la Barca| Otro gran teatro del mundo| 21 de diciembre de 2012| Olga Margallo| Uroc Teatro|nan| Teatro Pavón, Madrid|0-00-00
510|Pedro Calderón de la Barca| Lorca, Calderón y los estudiantes de Babel| 5 de julio de 2012| Toni Tordera| Escena Erasmus| Festival de Teatro Clásico de Almagro| Plaza de Santo Domingo de Almagro (Ciudad Real)|0-00-00
511|Pedro Calderón de la Barca, Jesús Torres| La vida es sueño: el bululú|nan|El Colectivo| El Aedo Teatro|nan|nan|0-00-00
512|Pedro Calderón de la Barca| La vida es sueño| 5 de julio de 2012|Helena Pimenta|Compañía Nacional de Teatro Clásico (CNTC)| Festival de Teatro Clásico de Almagro| Hospital de San Juan de Almagro (Ciudad Real)|0-00-00
513|Pedro Calderón de la Barca| La gran Zenobia| 18 de febrero de 2012| Gustavo Galindo| Teatro Galo Real| Festival La Alternativa| Nudo Teatro, Madrid|0-00-00
514|Pedro Calderón de la Barca| En la vida todo es verdad y todo mentira| 12 de enero de 2012|Ernesto Caballero|Compañía Nacional de Teatro Clásico (CNTC)|nan| Teatro Pavón, Madrid|0-00-00
515|Pedro Calderón de la Barca| El pleito matrimonial del cuerpo y el alma|nan| Pau Bou Jordá| Teatre Pedra|nan|nan|0-00-00
516|Pedro Calderón de la Barca| El médico de su honra| 12 de mayo de 2012|nan| Teatro Corsario|nan|nan|0-00-00
517|Pedro Calderón de la Barca| El gran teatro del mundo| 20 de julio de 2012| Calixto Bieito| Barcelona Internacional Teatre. BIT| Festival Grec| Teatre Lliure de Barcelona|0-00-00
518|Pedro Calderón de la Barca| Casa con dos puertas, mala es de guardar| 20 de julio de 2012|Gilberto Guerrero| Perro Teatro| Festival Internacional de Teatro Clásico de Almagro| Plaza de Santo Domingo de Almagro (Ciudad Real)|0-00-00
519|Pedro Calderón de la Barca| A secreto agravio, secreta venganza| 15 de junio de 2013| Lino Ferreira| El Óbolo Producciones| Festival Clásicos en Alcalá| Corral de Comedias de Alcalá de Henares (Madrid)|0-00-00
520|Pedro Calderón de la Barca|Segismundo, el príncipe prisionero|9 de julio de 2013|Dolores Garayalde|Tabacasol 2010|Festival de Teatro Clásico de Almagro|Teatro Municipal de Almagro|0-00-00
521|Pedro Calderón de la Barca| Segismundo, el príncipe prisionero| 9 de julio de 2013| Dolores Garayalde|El Pitbull Teatro| Festival de Teatro Clásico de Almagro| Teatro Municipal de Almagro (Ciudad Real).|0-00-00
522|Pedro Calderón de la Barca| No hay burlas con el amor|nan| Carlos Marchena| Teatro Furtivo|nan|nan|0-00-00
523|Pedro Calderón de la Barca| La dama duende| 13 de junio de 2013|Manuel Narros| Producciones Teatrales Faraute| Festival Clásicos en Alcalá|Teatro Salón Cervantes de Alcalá de Henares|0-00-00
524|Pedro Calderón de la Barca| El gran teatro del mundo| 4 de abril de 2013|Carlos Saura| Teatro Español|nan| Naves del Español, Matadero Madrid.|0-00-00
525|Pedro Calderón de la Barca| Darlo todo y no dar nada|nan|Nuria Alkorta| Compañía Delabarca|nan|nan|0-00-00
526|Pedro Calderón de la Barca| Segismun2000| 22 de junio de 2012| Javier Navarro de Zuvillaga| Teatro Universitario de Bellas Artes, T.U.B.A.|nan| Salón de actos de la Facultad de Bellas Artes, Universidad Complutense de Madrid.|0-00-00
527|Pedro Calderón de la Barca| No hay burlas con el amor| 2 de julio de 2013| Josemi Rodríguez| Pata Teatro|nan| Patio del Instituto Vicente Espinel de Málaga.|0-00-00
528|Pedro Calderón de la Barca| Segismundo sueña... la vida es sueño 2.0| 8 de julio de 2014|Hugo Nieto| Ensamble Bufo|nan| Nave 1.1 de las Naves del Español, Matadero Madrid.|0-00-00
529|Pedro Calderón de la Barca| La cómicos de la leNgua. VIda es sueño| 14 de abril de 2014| José Luis Gómez| Centro Dramático Nacional, CDN|III Centenario de la Real Academia| Teatro de La Abadía de Madrid.|0-00-00
530|Pedro Calderón de la Barca| La cena del rey Baltasar| 28 de enero de 2014|Carlos Tuñón| Los Números Imaginarios|nan| Sala Kubik Fabrik de Madrid.|0-00-00
531|Pedro Calderón de la Barca| El mágico prodigioso| 6 de junio de 2014|Karina Garantivá| Primas de Riesgo|Festival de Teatro Clásico| Plaza de las Veletas de Cáceres.|0-00-00
532|Pedro Calderón de la Barca| Cómicos de la leNgua. Duelo de plumas: Góngora-Quevedo| 28 de abril de 2014|José Luis Gómez| Centro Dramático Nacional, CDN|III Centenario de la Real Academia| Teatro Español de Madrid.|0-00-00
533|Pedro Calderón de la Barca| Antes que todo es mi dama| 14 de noviembre de 2014| Víctor Manuel Dogar| Teatro del Biombo|nan| Teatro Ideal de Calahorra, La Rioja.|0-00-00
534|Pedro Calderón de la Barca| No hay burlas con el amor|nan|Rosana García| Factoría Teatro|nan|nan|0-00-00
535|Pedro Calderón de la Barca| La crítica del amor|nan| Antonio Castillo Algarra| For the Fun of It|nan|nan|0-00-00
536|Pedro Calderón de la Barca| La cena del rey Baltasar|nan| Hermann Bonnín| La Seca Espai Brossa|nan|nan|0-00-00
537|Pedro Calderón de la Barca| Enrique VIII y la cisma de Inglaterra| 27 de febrero de 2015|Helena Pimenta| Compañía Nacional de Teatro Clásico (CNTC)|nan| Teatro Pavón de Madrid.|0-00-00
538|Pedro Calderón de la Barca| El mágico prodigioso|nan| Yolanda Mancebo| El Viaje Entretenido|nan|nan|0-00-00
539|Pedro Calderón de la Barca| El alcalde de Zalamea| 16 de octubre de 2015| Helena Pimenta| Compañía Nacional de Teatro Clásico (CNTC)|nan| Teatro de la Comedia de Madrid.|0-00-00
540|Pedro Calderón de la Barca| Crónica de una casa real: La venganza de Tamar y Los cabellos de Absalón|nan| Gustavo Galindo, Mamen Camacho| Teatro Galo Real|nan|nan|0-00-00
541|Pedro Calderón de la Barca| La vida es sueño| 10 de noviembre de 2016| Carlos Martín| Teatro del Temple|nan| Teatro Principal de Zaragoza|0-00-00
542|Pedro Calderón de la Barca| La vida es sueño| 14 de diciembre de 2016|César Barló| Almaviva Teatro| Jornada Lorca en la Complutense| Paraninfo de la Universidad Complutense de Madrid|0-00-00
543|Pedro Calderón de la Barca, Lope de Vega Carpio|Préstame tus palabras 3|nan|nan|Joven Compañía Nacional de Teatro Clásico|nan|nan|0-00-00
544|Pedro Calderón de la Barca| A secreto agravio, secreta venganza| 19 de julio de 2017| Pedro Hofhuis| Jóvenes Clásicos| Festival Almagro Off| Teatro La Veleta de Almagro|0-00-00
545|Pedro Calderón de la Barca| Otro gran teatro del mundo| 16 de diciembre de 2017| Olga Margallo|Compañía Nacional de Teatro Clásico (CNTC); Uroc Teatro|nan| Teatro de la Comedia de Madrid|0-00-00
546|Pedro Calderón de la Barca| La vida es sueño (vv. 105-106); La vida es sueño (vv.105-106)| 19 de abril de 2017| Carles Alfaro| Moma Teatre, Teatros del Canal| Teatros del Canal de Madrid| Teatros del Canal de Madrid|0-00-00
547|Pedro Calderón de la Barca| La dama duende| 6 de julio de 2017| Helena Pimenta|CNTC| Festival de Almagro| Hospital de San Juan de Almagro|0-00-00
548|Pedro Calderón de la Barca| El monstruo de los jardines| 18 de julio de 2017| David Lorente| In-Felice Teatro| Festival de Almagro Off| Teatro La Veleta de Almagro|0-00-00
549|Pedro Calderón de la Barca| Eco y Narciso| 14 de julio de 2017| David Martínez| Miseria y Hambre Producciones| Festival Internacional de Teatro Clásico de Almagro| Espacio Miguel Narros de Almagro|0-00-00
550|Pedro Calderón de la Barca| La vida es sueño| 13 de julio de 2018| ClÃ©ment PoirÃ©e| Théâtre de la Tempete| Festival Internacional de Teatro Clásico de Almagro| Antigua Universidad Renacentista AUREA de Almagro|0-00-00
551|Pedro Calderón de la Barca| La hidalga del valle| 10 de julio de 2018| Ernesto de Diego| Corrales de Comedias Teatro| Festival Internacional de Teatro Clásico de Almagro| Corral de Comedias de Almagro|0-00-00
552|Pedro Calderón de la Barca| No hay burlas con el amor| 19 de julio de 2018| Juan Polanco| Producciones Esquivas| Festival Internacional de Teatro Clásico de Almagro| Teatro Municipal de Almagro|0-00-00
553|Pedro Calderón de la Barca| La señora y la criada| 10 de diciembre de 2019| Miguel del Arco| Joven Compañía Nacional de Teatro Clásico, JCNTC|nan| Teatro de la Comedia de Madrid|0-00-00
554|Pedro Calderón de la Barca| La hija del aire|nan| Mario Gas| Compañía Nacional de Teatro Clásico,CNTC|nan| Compañía Nacional de Teatro Clásico,CNTC|0-00-00
555|Pedro Calderón de la Barca| La gran lucha del mundo|nan| Salomón Santiago L.| La Quinta Teatro, Al Rescate|nan| La Quinta Teatro, Al Rescate|0-00-00
556|Pedro Calderón de la Barca| La dama duende|nan| Jara Martínez Valderas, Caja Negra| Ugala Teater|nan|nan|0-00-00
557|Pedro Calderón de la Barca| El galán fantasma| 1 de noviembre de 2019| Rafael Rodríguez| 2Rc Producciones| Teatro Pérez Galdós de Las Palmas de Gran Canaria| Teatro Pérez Galdós de Las Palmas de Gran Canaria|0-00-00
558|Pedro Calderón de la Barca| Con quien vengo, vengo|nan| Gabriel Garbisu| Amara Producciones|nan|nan|0-00-00
559|Pedro Calderón de la Barca| Aire|nan| José María Esbec| ThreeR Teatro|nan|nan|0-00-00
560|Pedro Calderón de la Barca| No hay burlas con el amor| 29 de julio de 2020| No disponible| Lasardaproduce| Fiesta Corral Cervantes| Lasardaproduce|0-00-00
561|Lope de Vega, Pedro Calderón de la Barca, Tirso de Molina| Mujeres del Siglo de Oro| 18 de septiembre de 2020| No disponible| Teatro Corsario| No disponible| Teatro Corsario|0-00-00
562|Pedro Calderón de la Barca| Céfalo y Pocris| 15 de julio de 2020| No disponible| Teatro del Velador| Festival Internacional de Teatro Clásico de Almagro| Teatro del Velador|0-00-00
563|Pedro Calderón de la Barca| Casa con dos puertas, mala es de guardar| 23 de julio de 2020| No disponible| Clásicos on the Road| Festival Internacional de Teatro Clásico de Almagro| ClÃ¡sicos on the Road|0-00-00
564|Agustín Moreto, Pedro Calderón de la Barca| Andanzas y entremeses de Juan Rana| 7 de febrero de 2020| No disponible| Ron Lalá Teatro S.L., Compañía Nacional de Teatro Clásico (CNTC)| No disponible| Ron Lalá Teatro S.L., Compañía Nacional de Teatro Clásico (CNTC)|0-00-00
565|Pedro Calderón de la Barca| La crítica del amor| No disponible| No disponible| For the Fun of It| No disponible| For the Fun of It|0-00-00
566|Pedro Calderón de la Barca| La cena del rey Baltasar| No disponible| No disponible| La Seca Espai Brossa| No disponible| La Seca Espai Brossa|0-00-00
567|Pedro Calderón de la Barca| Enrique VIII y la cisma de Inglaterra| 27 de febrero de 2015| No disponible| Compañía Nacional de Teatro Clásico (CNTC)| No disponible|Compañía Nacional de Teatro Clásico (CNTC)|0-00-00
568|Pedro Calderón de la Barca| La vida es sueño| 23 de octubre de 2021| No disponible| Teatre Lliure| No disponible| Teatre Lliure|0-00-00
569|Pedro Calderón de la Barca| La vida es sueño| 16 de julio de 2021| No disponible| Producciones La Folía| Festival de Teatro Clásico de Almagro| Producciones La FolÃ­a|0-00-00
570|Pedro Calderón de la Barca| No hay burlas con el amor| 27 de noviembre de 2021| No disponible| Butaca 78| No disponible| Butaca 78|0-00-00
571|Pedro Calderón de la Barca| La vida es sueño| 17 de febrero de 2021| No disponible|Compañía Nacional de Teatro Clásico (CNTC)| No disponible|Compañía Nacional de Teatro Clásico (CNTC)|0-00-00
572|Pedro Calderón de la Barca| No hay burlas con el amor (Reposición)| 10 de junio de 2021| No disponible| GG Producción y Distribución Escénica, Festival Clásicos en Alcalá| Festival Iberoamericano del Siglo de Oro, Clásicos en Alcalá| GG Producción y Distribución EscÃ©nica, Festival ClÃ¡sicos en AlcalÃ¡|0-00-00
573|Pedro Calderón de la Barca, Lope de Vega, Tirso de Molina, Alfonso Palomares, Javier Trillo| Don Gil de Olmedo es sueño| 28 de septiembre de 2021| Alfonso Palomares| Lagartolagarto, Zazurca Artes Escénicas| No disponible| Teatro Olimpia de Huesca.|0-00-00
574|Pedro Calderón de la Barca| Amar después de la muerte| No disponible| Carlos Martínez-Abarca| Maná Obras Teatro| No disponible| No disponible.|0-00-00
575|Pedro Calderón de la Barca| La hija del aire| No disponible| Ernesto Caballero| Los Veranos de la Villa, Fundación Juan March| No disponible| No disponible.|0-00-00
576|Pedro Calderón de la Barca, Antonio Machado, Mario Benedetti, William Shakespeare, Alfonsina Storni| Paladio Arte| 10 de noviembre de 2021| Pablo Tercero, Marta Cantero| Paladio Arte| No disponible| Teatro Juan Bravo de Segovia.|0-00-00
577|Pedro Calderón de la Barca, Ana Caro, Félix Lope de Vega| Eco y Narciso, Valor, agravio y mujer, Fuenteovejuna| 4 de marzo de 2021| Mariano Estudillo| Joven Compañía nacional de Teatro Clásico (JCNTC)| No disponible| Sala Tirso de Molina del Teatro de la Comedia de Madrid.|0-00-00
578|Pedro Calderón de la Barca| La gran Cenobia| 13 de enero de 2022| David Boceta| Compañía nacional de Teatro Clásico,CNTC|nan| CompaÃ±Ã­a Nacional de Teatro ClÃ¡sico,CNTC|0-00-00
579|Pedro Calderón de la Barca| La vida es sueño| 2 de julio de 2022|Mariano de Paco Serrano| Teatro Círculo|nan| Monasterio Cisterciense de San Bernardo de AlcalÃ¡ de Henares, Madrid|0-00-00
580|Pedro Calderón de la Barca| La vida es sueño. Versión musical| 1 de julio de 2022| Macarena Baeza de la Fuente| Teatro la Calderona|nan| Teatro la Calderona|0-00-00
581|Pedro Calderón de la Barca| La vida es sueño en sus versos esenciales| 27 de julio de 2022|nan| Olmedo Clásico. Festival de Teatro Clásico de Olmedo|nan|nan|0-00-00
582|Bartolomé Torres Naharro|Comedia Aquilana|3 de marzo de 2018|Ana Zamora|Nao d´amores|Festival de Teatro Clásico de Almagro|Teatro de la Comedia. Compañía Nacional de Teatro Clásico|0-00-00
583|Bartolomé Torres Naharro|nan|20 de marzo de 2018|Agustín Iglesias|Compañía Teatro Guirigái|nan|Teatro de la Comedia. Compañía Nacional de Teatro Clásico|0-00-00
584|Jerónimo Bermúdez|Nise, la tragedia de Inés de Castro|12 de diciembre de 2019|Ana Zamora|Nao d´amores|Festival de Teatro Clásico de Almagro|Teatro de la Abadía|0-00-00
