id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat
355|Miguel de Cervantes|Dos nuevois entremeses, nunca representados; La guada cuidadosa, El rufián viudo llamado Trampagos. |23 de noviembre de 2017|Ernesto Arias|Teatro de la Abadía||Sala Juan de la Cruz, Teatro de La Abadía (Madrid)|23-11-2017
356|Miguel de Cervantes|El rufián dichoso|13 de mayp de 2017|Rodrigo Arribas y Verónica Clausich|Fundación Siglo de Oro; Pentación, S.A; Pánico Escénico|Jornadas de Teatro del Siglo de Oro|Auditorio Municipal Maestro Padilla (Almería)|13-05-2017
357|Miguel de Cervantes|Don Quijote somos todos|1 de noviembre de 2019|Carlos Martín|Teatro del Temple||Palacio de Congresos de Jaca, Huesca (Aragón)|11-05-2019
358|Miguel de Cervantes|El coloquio de los perros. El casamiento engañoso. Novelas ejemplares. El coloquio de los perros. ||Emilio del Valle|Factoría Teatro S.L |||
359|Miguel de Cervantes|Licenciado Vidriera|18 de abril de 2019|Cristina D. Silveira|Karlik Danza Teatro; La Nave del Duende||La Nave del Deunde de Casar de Cáceres (Extremadura)|18-04-2019
360|Miguel de Cervantes|Microclásicos; El juez de los divorcios||Antonio León y Norton P|Corrales de Comedias S.L |||
361|Miguel de Cervantes|De cómo los entremeses de Cervantes no impidieron el casamiento de doña Catalina de Oviedo con el Gran Turco||Juan Mortera|Teatro Margen|||
362|Miguel de Cervantes|Diablos, brujas y granujas||Agustín Sasián|La Luciérnaga Producciones|||
363|Miguel de Cervantes|Don Quijote y Perrisancho|10 de marzo de 2020|Belén Sánchez Vigo|Perripato & Compañía||Sala La Cochera Cabaret (Málaga)|
364|Miguel de Cervantes|Ahora que nos dejan hablar|23 de enero de 2021|Álvaro Nogales|Mudanzas López, M. L. ||Corral de Comedias de Alcalá de Henares (Madrid)|23-01-2021
365|Miguel de Cervantes|Numancia|12 de noviembre de 2021|Ana Zamora|Nao d´Amores, Compañía Nacional de Teatro Clásico,CNTC||Teatro Juan Bravo de Segovia (Castilla y León)|12-11-2021
366|Miguel de Cervantes|El coloquio de las perras|8 de mayo de 2021|Hernán Gené|Estudio Hernán Gené||Corral de Cervantes (Plaza de toros) de Aranjuez (Madrid)|
367|Miguel de Cervantes|Muejres imaginadas en tiempos de Cervantes||Luis Alonso Prieto|Teatro Independiente Alcalaíno TIA|||
368|Miguel de Cervantes|Pr3cioxxa||Mario Marcol|Tío Venancio|||
369|Miguel de Cervantes|Quixote; Quijote||Laura Sarasola|Pedras de Cartón|||
370|Miguel de Cervantes|La guarda cuidadosa; La cueva de Salamanca|19 de junio de 2022|Javier Mañón|Corrales de Comedias Teatro||Corral de Comedias de Alcalá de Henares (Madrid) |19-06-2022
371|Juan de la Cueva|El príncipe tirano|13 de julio de 2006|Pepa Gamboa|Centro Andaluz de Teatro, CAT y Teatro Lope de Vega |Festival Internacional de Teatro Clásico de Almagro |Teatro Municipal de Almagro, Ciudad Real (Castilla La Mancha)|13-07-2006
372|María de Zayas y Sotomayor|La traición en la amistad|10 de julio de 2003|Mariano de Paco Serrano |Mariano de Paco Serrano||Claustro Mudéjar de Chinchilla, Albacete (Castilla La Mancha)|10-07-2003
373|María de Zayas y Sotomayor|La traición en la amistad|16 de julio de 2019|Daniel Acebes|Diágoras Producciones|Festival de Teatro Clásico|Corrala Palacio del Caballero de Olmedo, Valladolid (Castilla y León)|16-07-2019
374|María de Zayas y Sotomayor|Traspiés. Palabra para (des)aparecer ||Del Colectivo|Colectivo La Matrioska |||
375|María de Zayas y Sotomayor|Tan sabia como valerosa|26 de julio de 2020|Ignacio García|Instituto Cervantes|Festival Internacional de Teatro Clásico de Almagro |Corral de Comedias de Almagro, Ciudad Real (Castilla La Mancha)|
376|María de Zayas y Sotomayor|Adiós, dueño mío o la tradición en la amistad|1 de mayo de 2021|Magüi Mira|Olympia Metropolitana S.A||Auditorio de Torrent, Valencia (Comunidad Valenciana)|01-05-2021
377|María de Zayas y Sotomayor|Autorretratos de pluma y espada; Dramaturgias del barroco en primera persona ||Cristina S.Silveira|Karlik Danza Teatro|Festival de Teatro Clásico de Cáceres||
378|María de Zayas y Sotomayor|Bambi vs Godzsilla|30 de junio de 2022|Luis Tausía|Compañía del Tío Venancio |Festival Iberoamericano del Siglo de Oro Clásicos en Alcalá|Centro Cultural Gilitos de Alcalá, Madrid (Comunidad de Madrid)|30-06-2022
379|María de Zayas y Sotomayor|La traición 60.3|19 de mayo de 2022|Cruz Hernández|Unatarde Teatro||Teatro Círculo de Valencia, Valencia (Comunidad Valenciana)|19-05-2022
380||||||||
381||||||||
382|Lope de Rueda |Garnacho Bululo y Ñaque en la chanza del santero desollado, La carátula |1 de diciembre de 2001|Colectivo|El Capo Cómico||Calle Mayor de Alcalá de Henares, Madrid (Comunidad de Madrid)|
383|Lope de Rueda |La fiesta perpetua|19 de noviembre de 2003|Pilar Laveaga|Teatro de la Ribera||Teatro Principal de Zaragoza|19-11-2003
384|Lope de Rueda |Historias de Martín de Villalba.||Etelvino Vázquez|Teatro del Norte|||
385|Lope de Rueda |El deleitoso y otras delicias||Agusíin Iglesias|Teatro Guirigai|||
386|Lope de Rueda |Los cómicos de la legua||Domingo Torres|Uno teatro|||
387|Lope de Rueda |Julia, Un viaje teatrástico|22 de marzo de 2012|Julio Fraga |Teatro Clásico de Sevilla ||Teatro Villa del Conocimiento y las Artes de Mairena del Alcor, Sevilla (Andalucía)|22-03-2012
388|Lope de Rueda |La corte de los bufones: paso a paso la comedia||José Uriel García Solís|La Gorgona Teatro|||
389|Lope de Rueda |Fiesta de farsantes. Tablado del mundo|2 de septiembre de 2021|Daniel Alonso de Santos|Pérez y Goldstein S.L; Okboomer.|Festival Clásicos en Alcalá|Teatros del Canal, Madrid (Comunidad de Madrid)|23-09-2021
390|Lope de Rueda |La garnacha de los bufones||Javier Mañón|Corrales de Comedias |||
391|Juan Ruiz de Alarcón|La verdad sospechosa|2004|Rafael Rodríguez Cabrera|2Rc Teatro|||
392|Juan Ruiz de Alarcón|La verdad sospechosa|2007|Claudio Hochman|Eureka Teatro|||20-07-2007
393|Juan Ruiz de Alarcón|La prueba de las promesas|2012|Carlos Corona|CNT México|Festival de Teatro Clásico de Almagro||20-02-2012
394|Juan Ruiz de Alarcón|La verdad sospechosa|2013|Helena Pimenta|CNTC|Festival de Teatro Clásico de Almagro|Teatro de la Comedia, Madrid|20-03-2013
395|Juan Ruiz de Alarcón|La cueva de Salamanca|2018|Emilio Gutiérrez Caba|CNTC|Festival de Teatro Clásico de Almagro|Teatro de la Comedia, Madrid|20-05-2018
396|Juan Ruiz de Alarcón|El desdichado en fingir|2019|José Uriel Garcia Solís|Colectivo Teatral de Guerrero|Festival de Teatro Clásico de Almagro||20-03-2019
397|Juan Ruiz de Alarcón|La monja Alférez|2022|Zaide Silvia Gutiérrez|CNT México|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid y Festival de Teatro Clásico de Olmedo|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid|20-02-2022
398|Mira de Amescua|El esclavo del demonio|2002|Ángel Ojea|La Máquina Real|Festival de Teatro Clásico de Almagro||20-02-2002
399|Juan de la Cueva|El príncipe tirano|2006|Pepa Gamboa|CAT (Centro Andaluz de Teatro)|Festival de Teatro Clásico de Almagro||
400|María de Zayas y Sotomayor|La traición en la amistád|2003|Mariano de Paco|VolArte Producciones|||20-03-2003
401|María de Zayas y Sotomayor|La traición en la amistad|2019|Daniel Acebes|Diágoras Producciones|Festival de Teatro Clásico de Olmedo||20-03-2019
402|María de Zayas y Sotomayor|Adiós, dueño mío o La traición en la amistad|2021|Magüi Mira|Olympia Metropolitana|Festival de Teatro Clásico de Almagro||20-02-2021
403|María de Zayas y Sotomayor|Bambi vs Godzilla|2022|Luis Tausía|Compañía del Tío Venancio|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid|20-02-2022
404|Vélez de Guevara|La serra de La Vera|14 de junio sde 2001|Antonio Corencia|Compañía Dramatíca de Extremadura|Festival de Teatro Clásico de Cáceres|Festival de Teatro Clásico de Cáceres|14-06-2001
405|Vélez de Guevara|La serrana de La Vera|marzo de 2004|María Ruiz|CNTC||Teatro Pavón de Madrid|
406|Vélez de Guevara|El diablo cojuelo|12 de junio de 2019|Aitana Galán|La Radical|Festival Internacional de Teatro Clásico de Almagro||12-06-2019
407|Vélez de Guevara|Reinar después de morir|10 de enero de 2020|Pepa Pedroche|CNTC y Compañia de Teatro de Almada||Teatro de la Comedia, Madrid|10-01-2020
408|Vélez de Guevara|El diablo cojuelo|21 de enero de 2022|Ester Nadal|CNTC y Rhum & Cia|Festival Internacional de Teatro Clásico de Almagro y Festival de Teatro Clásico de Olmedo|Valencia|21-01-2022
409|Agustín Moreto|De fuera vendrá quien de casa os echará|28 de julio de 2000|Francisco Abad|Marabad Producciones Teatrales|Festival Internacional de Teatro Clásico de Almagro|Festival Internacional de Teatro Clásico de Almagro|28-07-2000
410|Agustín Moreto|El lindo don Diego|12 de junio de 2001|Juan Pedro de Aguilar|Los Veranos de la Villa|Los Veranos de la Villa|Muralla Árabe de Madrid, Los Veranos de la Villa|12-06-2001
411|Agustín Moreto|El lindo don Diego|26 de marzo de 2004|Eva del Palacio|Morboria Teatro|Festival Internacional de Teatro Clásico de Almagro y Festival de Teatro Clásico de Olmedo|Teatro Juan Bravo, Segovia|26-03-2004
412|Agustín Moreto|El lindo don Diego|2005|Denis Rafter|Darek Teatro|||20-05-2005
413|Agustín Moreto|No puede ser el guardar a una mujer|2008|José Bornás|Apata Teatro|||20-08-2008
414|Agustín Moreto|No puede ser el guardar a una mujer|2009|José Bornás|Nacho Vilar Producciones|||20-09-2009
415|Agustín Moreto|El lindo don Diego|19 de enero de 2013|Carles Alfaro|CNTC|Festival Internacional de Teatrio Clásico de Almagro|Teatro Pavón, Madrid|
416|Agustín Moreto|De fuera vendrá|25 de julio de 2014|Ángel Garcia Suárez|Escarramá Teatro|Festival Internacional de Teatro Clásico de Almagro|Festival Internacional de Teatro Clásico de Almagro|25-07-2014
417|Agustín Moreto|El lindo don Diego|4 de febrero de 2017|Eva del Palacio|Morboria Teatro yCNTC|Festival de Teatro Clásico de Olmedo|Teatro José María Rodero de Torrejón de Ardoz, Madrid|
418|Agustín Moreto|De fuera vendrá quien de casa nos echará|3 de febrero de 2018|Eva del Palacio|Morboria Teatro|Festival de Teatro Clásico de Olmedo|Teatro José María Rodero de Torrejón de Ardoz, Madrid|
419|Agustín Moreto|El desdén con el desden|12 de marzo de 2019|Iñaki Rikarte|JCNTC||Teatro de la Comedia, Madrid|12-03-2019
420|Agustín Moreto|El lindo don Diego|19 de julio de 2019|Santiago Doria|Compañia Argentina de Teatro Clásico|Festival Internacional de Teatro Clásico de Almagro|Festival Internacional de Teatro Clásico de Almagro|19-07-2019
421|Agustín Moreto|No puede ser el guardar a una mujer|2019|Antonio León|Corrales de Comedias Teatro|||20-03-2019
422|Pedro Calderón de la Barca| La vida es sueño| 30 de marzo de 2000| Emilio del Valle| Producciones Inconstantes|| Teatro Principal de Burgos|30-03-2000
423|Pedro Calderón de la Barca|La vida es sueño|4 de mayo del 2000|José María Ortega de la Cruz|Teatro Español Salesiano de Ronda|Festival de Música y Teatro Sacro y Ritual de Riogordo|La nave del teatro de Riogordo|
424|Pedro Calderón de la Barca|Los entremeses|13 de enero del 2000|José Antonio Raynaud|La Garnacha||Teatro de Sevilla|13-01-2000
425|Pedro Calderón de la Barca|Las mañanas de abril|4 de octubre del 2000||Andrea D'Odorico Producciones||Teatro Villamarta de Jerez de la Frontera, Cádiz|
426|Pedro Calderón de la Barca| La vida es sueño| 27 de marzo de 2000| Calixto Bieito|CNTC|| Teatre Romea de Barcelona|27-03-2000
427|Pedro Calderón de la Barca| La dama duende| 14 de abril de 2000| José Luis Alonso de Santos|CNTC||Teatro Salón Cervantes de Alcalá de Henares|
428|Pedro Calderón de la Barca| La cena del rey Baltasar| 23 de junio de 2000| Luis Dorrego| Alcantarilla Teatro|| Patio de Santo Tomás de Villanueva de la Universidad Cisneriana de Alcalá|23-06-2000
429|Pedro Calderón de la Barca| IV Centenario del nacimiento de Calderón de la Barca| 17 de enero de 2000||CNTC|| Teatro de la Comedia de Madrid|17-01-2000
430|Pedro Calderón de la Barca| En la voz también hay dicha: contando a Calderón| 19 de marzo de 2000| Ernesto Rodríguez Abad| Ernesto Rodríguez Abad|| Teatro Apolo de Almería|19-03-2000
431|Pedro Calderón de la Barca| El mayor tesoro escondido| 16 de marzo de 2000| Ricardo Pereira| La Luna Teatro|| Teatro Principal de Zaragoza|16-03-2000
432|Pedro Calderón de la Barca| El príncipe constante|| Jorge Listopad| Companhia de Teatro de Almada|||
433|Pedro Calderón de la Barca| El monstruo de los jardines| 10 de julio de 2000| Ernesto Caballero| RESAD|| Teatro Municipal de Almagro|10-07-2000
434|Pedro Calderón de la Barca| El mayor hechizo, amor| 28 de abril de 2000| Fernando Urdiales| Teatro Corsario|| Teatro Calderón de la Barca de Valladolid|28-04-2000
435|Pedro Calderón de la Barca| El mágico prodigioso| 1 de octubre de 2000| Daniel Bohr| Fila Siete||Teatro Guimerá de Santa Cruz de Tenerife|10-09-2000
436|Pedro Calderón de la Barca| El gran teatro del mundo| 15 de diciembre de 2000| Valentín Redín| Lebrel Blanco|| Iglesia de Santa María de Tafalla (Navarra)|15-12-2000
437|Pedro Calderón de la Barca| El galán fantasma| 24 de julio de 2000| Ana María Boudeguer| Teatro Sanpol|| Patio de Fúcares de Almagro|24-07-2000
438|Pedro Calderón de la Barca| El galán fantasma| 11 de julio de 2000| David Bello| Veranos de la Villa|| Parque Emir Mohamed I de Madrid|11-07-2000
439|Pedro Calderón de la Barca|El alcalde de Zalamea|21 de septiembre de 2000|Sergi Belbel|CNTC||Teatre Nacional de Catalunya de Barcelona|
440|Pedro Calderón de la Barca| El alcalde de Zalamea| 30 de septiembre de 2000| Francisco Portes| Compañía Francisco Portes||"Teatro José María Rodero de Torrejón de Ardoz (Madrid)
"|30-09-2000
441|Pedro Calderón de la Barca| Celos aun del aire matan| 4 de octubre de 2000| Pier Luigi Pizzi| Teatro Real|| Teatro Real de Madrid|
442|Pedro Calderón de la Barca| Céfalo y Pocris| 10 de marzo de 2000| Agustín Iglesias| Teatro Guirigai|| Centro Cultural Galileo (Madrid)|10-03-2000
443|Pedro Calderón de la Barca|Súbete a la barca de Calderón||Stella Manaut|Estudio de Teatro|||
444|Pedro Calderón de la Barca| Calderón, ¿enamorado?| 17 de marzo de 2000| Amaya Curieses, José Maya| Zampanó Teatro|Jornadas de Siglo de Oro| Auditorio Maestro Padilla de Almería|17-03-2000
445|Pedro Calderón de la Barca, Ánxeles Cuña, Fina Calleja|Sexismunda|26 de octubre de 2001|Áxeles Cuña Bóveda|Sabarela||Teatro Rosalía de Castro de A Coruña|26-10-2001
446|Pedro Calderón de la Barca, Bertolt Brecht; Peter Handke; Miguel Hernández; Gabriel Ferreter; Jaime Gil de Biedma; Harold Pinter; José Agustín Goytisolo; William Shakespeare|Paraules… senzillament paraules|17 de marzo de 2001|Xavier Ricart|Orfeó Badaloní. Centre Parroquial de Sant Josep||entre Parroquial Sant Josep de Badalona (Barcelona)|17-03-2001
447|Pedro Calderón de la Barca| La vida es sueño|| Orlando Atocha|Teatro del Contrajuego|| Teatro del Contrajuego|
448|Pedro Calderón de la Barca| La vida es sueño| 2 de junio de 2001| Paz Carrero Eras| Teatro Escuela Libre de Alcalá (T.E.L.A.)||Patio Santo Tomás de Villanueva de Alcalá de Henares (Madrid)|
449|Pedro Calderón de la Barca| La nave de los locos|| Luis Dorrego| Teatro de Encargo|||
450|Pedro Calderón de la Barca| Fieras afemina amor|| Juan Pedro de Aguilar| Juan Pedro Aguilar|||
451|Pedro Calderón de la Barca| El gran teatro del mundo| 8 de marzo de 2001|| Grup Tragapinyols|| Auditori Municipal de Vinarós (Castellón)|08-03-2001
452|Pedro Calderón de la Barca| El dragoncillo| 22 de agosto de 2001|| Alcantarilla Teatro|| Hospital de Antezana de Alcalá de Henares (Madrid)|22-08-2001
453|Pedro Calderón de la Barca|Desventuras y andanzas de Villegas y Quiñones, cuando en el siglo XVII se hacían calderones; Desventuras y andanzas de Villagas y Quiñones cuando en el XVII se hacían Calderones| 16 de febrero de 2001| Eduardo Usillos| Producciones Nun Tris|| Teatro Palacio ValdÃ©s de AvilÃ©s (Asturias)|16-02-2001
454|Pedro Calderón de la Barca| Casa con dos puertas mala es de guardar| 3 de marzo 2001| Antonio León| Corral de Comedias Teatro (C + C)|| Corral de Comedias de Almagro, Ciudad Real|
455|Pedro Calderón de la Barca| La vida es sueño|| Kei Jinguji| Ksec Act|| Ksec Act|
456|Pedro Calderón de la Barca| Entremeses variados| 4 de enero de 2002| Jesús Amate| Compañía Benamate|| CompaÃ±Ã­a Benamate|
457|Pedro Calderón de la Barca| El escondido y la tapada| 6 de abril de 2002| Manuel Canseco| Compañía de Manuel Canseco| XIX Jornadas de Teatro del Siglo de Oro| Auditorio Maestro Pradilla|06-04-2002
458|Pedro Calderón de la Barca| Casa con dos puertas mala es de guardar| 19 de octubre de 2002| Alfonso Zurro| Rosas de Otoño|| Centro Cultural de la Villa de Madrid|19-10-2002
459|Pedro Calderón de la Barca| La vida es sueño| 16 de septiembre de 2003| César Diéguez| Asociación Cultural Conde de Aranda, Con Esa imaginación|| Teatro Infanta Isabel de Madrid|
460|Pedro Calderón de la Barca| La dama duende| 7 de octubre de 2003| Ana María Boudeguer| La Bicicleta|| Teatro Sanpol de Madrid|
461|Pedro Calderón de la Barca| El alcalde de Zalamea| 30 de enero de 2003| Gustavo Pérez Puig, Mara Recatero| Teatro Español|| Teatro Español|30-01-2003
462|Pedro Calderón de la Barca| Cornudo, apaleado y satisfecho| 15 de julio de 2003| Fernando Rojas| Enrique y Alain Cornejo, Teatro del Arte| Veranos de la Villa| Corral de Comedias del Rollo, Madrid|15-07-2003
463|Pedro Calderón de la Barca| Los encantos de la culpa| 28 de octubre de 2003| José Antonio Hernández Sayagués| Garufa Teatro|| Teatro Caja Duero de Salamanca|28-10-2003
464|Pedro Calderón de la Barca| Sueño del duque de Belaqua| 21 de octubre de 2003| Virginia Nölting, Javier Parra| Anthares Teatro|| Anthares Teatro|21-10-2003
465|Pedro Calderón de la Barca| La vida es sueño| 13 de julio de 2004| Francesco Pititto, María Federica Maestri| Lenz Rifrazioni| Festival Internacional de Teatro Clásico de Almagro| Lenz Rifrazioni|13-07-2004
466|Pedro Calderón de la Barca| La hija del aire| 21 de diciembre de 2004| Jorge Lavelli| Teatro San Martín|| Teatro San Martín|21-12-2004
467|Pedro Calderón de la Barca| La edad de oro| 19 de junio de 2004| Eusebio Lázaro| Compañía Eusebio Lázaro| Festival Clásicos en Alcalá| Compañía Eusebio Lázaro|19-06-2004
468|Pedro Calderón de la Barca| La cena del rey Baltasar| 15 de junio de 2004| Antonio Barrios| Teatro Par|| Patio de los Naranjos de la Mezquita de Córdoba|
469|Pedro Calderón de la Barca| El astrólogo fingido| 18 de junio de 2004| Gabriel Garbisu| Producciones Amara| Festival Clásicos en Alcalá| Teatro Universitario Lope de Vega de Alcalá de Henares (Madrid)|18-06-2004
470|Pedro Calderón de la Barca| Con quien vengo, vengo| 18 de junio de 2004| José A. Raynaud| Tetrápolis| Festival de Teatro Clásico de Cáceres| Cáceres|18-06-2004
471|Pedro Calderón de la Barca| La vida es sueño| 26 de noviembre de 2005| Agustín Iglesias| Guirigai Teatro|| Teatro Principal de Santos de Maimona (Badajoz)|26-11-2005
472|Pedro Calderón de la Barca| La vida es sueño| 17 de junio de 2005| Gabriel Garbisu| Producciones Amara| Festival de Teatro Clásicode Cáceres| Plaza de las Veletas de Cáceres|17-06-2005
473|Pedro Calderón de la Barca| La vida es sueño| 8 de julio de 2005|| Centro Dramático de Aragón| Festival Internacional de Teatro Clásico de Almagro|Teatro Municipal de Almagro|
474|Pedro Calderón de la Barca| La dama duende| 27 de agosto de 2005| Marta Torres| A Priori Producciones| Feria de Teatro de Castilla y León|Teatro Nuevo de Ciudad Rodrigo|27-08-2005
475|Pedro Calderón de la Barca| El gran teatro del mundo|| Kike Lera| Desguace Teatro|||
476|Pedro Calderón de la Barca| El galán fantasma| 4 de febrero de 2005| Pepa Calvo Pizarro| Teatre del Repartidor|| Teatre Tantarantana de Barcelona|04-02-2005
477|Pedro Calderón de la Barca| Andrómeda y Perseo|| Juan Carlos Villanueva| Trápala Teatro|||
478|Pedro Calderón de la Barca| Amar después de la muerte| 21 de octubre de 2005| Eduardo Vasco|CNTC||Teatro Pavón de Madrid|21-10-2005
479|Pedro Calderón de la Barca| Acordei que sonhava, Desperté del sueño| 1 de marzo de 2005| Claudia Schapira| Núcleo Bartolomeu de Depoimentos| Teatralia, Festival de Artes Escénicas para Niños y Jóvenes| Teatro Triángulo de Madrid|
480|Pedro Calderón de la Barca| La rabia| 30 de junio de 2006| José Antonio Raynaud| Perséfone| Festival de Teatro Clásico de Cáceres|Plaza de Santa María de Cáceres|30-06-2006
481|Pedro Calderón de la Barca| La gran Cenobia|| Carlos Alonso Callero| José Estruch, RESAD|||
482|Pedro Calderón de la Barca| Il mágico Prodigioso| 13 de enero de 2006| Francesco Pititto, María Federica Maestri| Lenz Rifrazioni| Festival Escena Abierta de Burgos||13-01-2006
483|Pedro Calderón de la Barca| El mágico prodigioso| 9 de junio de 2006| Juan Carlos Pérez de la Fuente| El Mágico Prodigioso||Teatro mPrincipal de Zamora|
484|Pedro Calderón de la Barca| El gran teatro del mundo| 3 de julio de 2006| José Luis Alonso de Santos| Biblioteca Valenciana||Biblioteca Valenciana|
485|Pedro Calderón de la Barca| El alcalde de Zalamea| 6 de octubre de 2006| Rafael Rodríguez| 2Rc||Teatro Cuyás de Las Palmas de Gran Canaria|
486|Pedro Calderón de la Barca| No hay burlas en el amor| 25 de marzo de 2007| Francisco García Vicente| ESAD de Murcia||Teatro de la ESAD de Murcia|25-03-2007
487|Pedro Calderón de la Barca| La dama duende| 10 de julio de 2007| Juan Carlos Sánchez| Teatro Clásico de Sevilla|| Reales Atarazanas de Sevilla|10-07-2007
488|Pedro Calderón de la Barca| El médico de su honra| 24 de noviembre de 2007|Isidro Rodríguez Gallardo| Algarabía Teatro| Festival Internacional de Teatro de Cazorla|Cazorla (Jaén)|24-11-2007
489|Pedro Calderón de la Barca|No hay burlas con el amor|10 de julio de 2008|Manuel Canseco|Compañía de Manuel Canseco||Jardines del Galiileo, Madrid|10-07-2008
490|Pedro Calderón de la Barca|Life is a dream; La Vida es Sueño|19 de julio de 2008|Cecil Mackinnon|Amnistía Internacional; Puy Navarro|Festival Internacional de Teatro Clásico de Almagro|Iglesia de las bernardas|19-07-2008
491|Pedro Calderón de la Barca| Las manos blancas no ofenden| 27 de junio de 2008| Eduardo Vasco|CNTC| Festival Internacional de Teatro Clásico de Almagro|Hospital de San Juan|27-06-2008
492|Pedro Calderón de la Barca| La vida es sueño| diciembre de 2008| Luis d'Ors| Compañía de Actores Michael Chéjov|| Centro Cultural Moncloa, Madrid|27-12-2008
493|Pedro Calderón de la Barca| La vida es sueño| 24 de junio de 2008| Juan Carlos Pérez de la Fuente| Compañía Siglo de Oro de la Comunidad de Madrid. RESAD| Festival Clásicos en Alcalá| Teatro Salón Cervantes de Alcalá de Henares, Madrid|
494|Pedro Calderón de la Barca| La paz universal o el lirio y la azucena| 14 de mayo de 2008| Juan Sanz Ballesteros| Antiqua Escena|| Teatro Auditorio de Cuenca|14-05-2008
495|Pedro Calderón de la Barca| La devoción de la Cruz| 25 de junio de 2007| Carlos Álvarez-Ossorio| Cámara Negra Teatro|| Instituto Cervantes de Alcalá de Henares|25-06-2007
496|Pedro Calderón de la Barca| El pintor de su deshonra| 20 de febrero de 2008| Eduardo Vasco|CNTC|| Teatro Lope de Vega, Sevilla|20-02-2008
497|Pedro Calderón de la Barca| Casa con dos puertas, mala es de guardar| 26 de junio de 2008|Manuel Canseco| Compañía de Manuel Canseco Escenarios Virtuales|| Foro de los Balbos de Cáceres|26-06-2008
498|Pedro Calderón de la Barca| La vida es sueño|| José Luis Fernández| La Refinería Teatro|||
499|Pedro Calderón de la Barca| La hija del aire| 14 de enero de 2009| César Barló| Almaviva Teatro|| Sala Valle-Inclán de la RESAD (Madrid)|14-01-2009
500|Pedro Calderón de la Barca| La dama duende| 12 de junio de 2009| Gabriel Garbisu| Amara Producciones| Festival de Teatro Clásico de Cáceres| Plaza de las Veletas de Cáceres|12-06-2009
501|Pedro Calderón de la Barca| El año santo en Madrid| 6 de octubre de 2009| Nuria Alkorta| Compañía Delabarca|| Iglesia de San Jerónimo el Real, Madrid|
502|Pedro Calderón de la Barca|Las fortunas de Andrómeda y Perseo||Andrés Vinaches|Teatro Universitario Clásico de la Universidad de Alicante|||
503|Pedro Calderón de la Barca| La vida es sueño| 2 de julio de 2010| Héctor Noguera| Teatro Camino| Festival Internacional de Teatro Clásico de Almagro| Corral de Comedias de Almagro|
504|Pedro Calderón de la Barca| La selva confusa|| Erik Coenen| La Redondilla|||
505|Pedro Calderón de la Barca| El galán fantasma|| Mariano de Paco Serrano| Secuencia 3 Artes y Comunicación|||
506|Pedro Calderón de la Barca| El alcalde de Zalamea| 2 de julio de 2010| Eduardo Vasco|CNTC| Festival Internacional de Teatro Clásico de Almagro| Hospital de San Juan de Almagro|
507|Pedro Calderón de la Barca| La vida es sueño| 11 de julio de 2011| Carlos Almeida| Compañía de Titiriteros de la Universidad Nacional de San Martín| Festival Almagro Off| Teatro La Veleta, Almagro (España)|11-07-2011
508|Pedro Calderón de la Barca, Agustín de Moreto, Antonio Hurtado de Mendoza, Quiñones de Benavente| Entremeses barrocos| 3 de mayo de 2011| Aitana Galán, Elisa Marinas, Héctor del Saz, Pilar Valenciano|CNTC|| Teatro Pavón, Madrid|
509|Pedro Calderón de la Barca| Otro gran teatro del mundo| 21 de diciembre de 2012| Olga Margallo| Uroc Teatro|| Teatro Pavón, Madrid|21-12-2012
510|Pedro Calderón de la Barca| Lorca, Calderón y los estudiantes de Babel| 5 de julio de 2012| Toni Tordera| Escena Erasmus| Festival de Teatro Clásico de Almagro| Plaza de Santo Domingo de Almagro (Ciudad Real)|
511|Pedro Calderón de la Barca, Jesús Torres| La vida es sueño: el bululú||El Colectivo| El Aedo Teatro|||
512|Pedro Calderón de la Barca| La vida es sueño| 5 de julio de 2012|Helena Pimenta|CNTC| Festival de Teatro Clásico de Almagro| Hospital de San Juan de Almagro (Ciudad Real)|
513|Pedro Calderón de la Barca| La gran Zenobia| 18 de febrero de 2012| Gustavo Galindo| Teatro Galo Real| Festival La Alternativa| Nudo Teatro, Madrid|18-02-2012
514|Pedro Calderón de la Barca| En la vida todo es verdad y todo mentira| 12 de enero de 2012|Ernesto Caballero|CNTC|| Teatro Pavón, Madrid|12-01-2012
515|Pedro Calderón de la Barca| El pleito matrimonial del cuerpo y el alma|| Pau Bou Jordá| Teatre Pedra|||
516|Pedro Calderón de la Barca| El médico de su honra| 12 de mayo de 2012|| Teatro Corsario|||12-05-2012
517|Pedro Calderón de la Barca| El gran teatro del mundo| 20 de julio de 2012| Calixto Bieito| Barcelona Internacional Teatre. BIT| Festival Grec| Teatre Lliure de Barcelona|20-07-2012
518|Pedro Calderón de la Barca| Casa con dos puertas, mala es de guardar| 20 de julio de 2012|Gilberto Guerrero| Perro Teatro| Festival Internacional de Teatro Clásico de Almagro| Plaza de Santo Domingo de Almagro (Ciudad Real)|20-07-2012
519|Pedro Calderón de la Barca| A secreto agravio, secreta venganza| 15 de junio de 2013| Lino Ferreira| El Óbolo Producciones| Festival Clásicos en Alcalá| Corral de Comedias de Alcalá de Henares (Madrid)|
